,Player,Team,Position,GP,TOI,TOIperGP,Goalsper60,Total Assistsper60,First Assistsper60,Second Assistsper60,Total Pointsper60,IPP,Shotsper60,SHpct,ixGper60,iCFper60,iFFper60,iSCFper60,iHDCFper60,Rush Attemptsper60,Rebounds Createdper60,PIMper60,Total Penaltiesper60,Minorper60,Majorper60,Misconductper60,Penalties Drawnper60,Giveawaysper60,Takeawaysper60,Hitsper60,Hits Takenper60,Shots Blockedper60,Faceoffs Wonper60,Faceoffs Lostper60,Faceoffs pct
676,Jacob MacDonald,COL,D,8,80.73333333,10.09166667,0,0,0,0,0,0,12.63,0,0.99,19.32,16.35,10.4,4.46,0,2.97,1.49,0.74,0.74,0,0,1.49,1.49,0,6.69,5.2,2.23,0,0,-
678,Anthony Greco,NYR,R,1,9.733333333,9.733333333,0,0,0,0,0,-,30.82,0,3.9,30.82,30.82,24.66,18.49,0,12.33,0,0,0,0,0,0,6.16,0,6.16,0,6.16,0,0,-
680,Drake Caggiula,BUF,C,18,263.45,14.63611111,0.46,0.68,0.68,0,1.14,50,5.24,8.7,0.41,8.43,7.06,3.87,2.28,0.68,0.23,0.91,0.46,0.46,0,0,0.68,0.46,1.37,3.87,3.87,1.59,0.23,0.68,5.69
683,Kasper Bjorkqvist,PIT,R,6,50.21666667,8.369444444,1.19,0,0,0,1.19,100,9.56,12.5,1.06,13.14,9.56,8.36,5.97,1.19,1.19,2.39,1.19,1.19,0,0,0,0,0,10.75,11.95,2.39,0,0,-
685,Garrett Pilon,WSH,C,2,18.81666667,9.408333333,3.19,0,0,0,3.19,100,3.19,100,0.39,9.57,6.38,6.38,6.38,0,0,0,0,0,0,0,0,6.38,3.19,6.38,15.94,0,25.51,31.89,141.72
686,Fredrik Karlstrom,DAL,C,3,18.6,6.2,0,3.23,3.23,0,3.23,50,3.23,0,0.38,3.23,3.23,3.23,3.23,0,3.23,0,0,0,0,0,0,6.45,0,0,3.23,0,0,0,-
692,Axel Jonsson-Fjallby,WSH,L,23,257.1833333,11.18188406,0.47,0.47,0.47,0,0.93,57.14,6.77,6.9,0.52,10.96,9.1,5.13,2.8,0.23,1.17,0.93,0.47,0.47,0,0,1.4,1.17,0.7,4.2,6.53,1.87,0.23,0.7,5.83
696,Tanner Laczynski,PHI,C,1,9.45,9.45,0,0,0,0,0,-,0,-,0,6.35,0,6.35,6.35,6.35,0,0,0,0,0,0,0,0,6.35,19.05,6.35,6.35,12.7,19.05,253.97
698,Mikhail Maltsev,COL,L,18,145.2833333,8.071296296,0,0,0,0,0,0,9.5,0,0.71,15.69,12.39,9.09,3.3,0.41,1.24,0.83,0.41,0.41,0,0,0.83,0.41,2.89,12.8,4.96,0.83,18.17,13.22,23.91
701,Rhett Gardner,DAL,C,4,32.41666667,8.104166667,0,0,0,0,0,-,0,-,0.06,1.85,1.85,0,0,0,0,0,0,0,0,0,0,1.85,7.4,9.25,7.4,1.85,9.25,11.11,84.13
702,Michael Eyssimont,WPG,C,1,5.816666667,5.816666667,0,0,0,0,0,-,10.32,0,0.31,10.32,10.32,0,0,0,0,0,0,0,0,0,0,0,10.32,0,10.32,0,0,0,-
703,Chase Priskie,FLA,D,4,56.01666667,14.00416667,0,0,0,0,0,0,4.28,0,0.24,7.5,5.36,4.28,1.07,0,0,2.14,1.07,1.07,0,0,1.07,4.28,1.07,3.21,6.43,3.21,0,0,-
707,Matt Luff,NSH,R,23,216.3666667,9.407246377,0.83,0.83,0.83,0,1.66,60,7.21,11.54,0.76,11.92,9.43,5.55,3.05,0,0.83,1.11,0.55,0.55,0,0,0.83,0.83,0.83,8.04,4.99,1.11,0.55,0,27.73
709,Mathieu Olivier,NSH,R,10,100.9833333,10.09833333,0,0.59,0.59,0,0.59,100,2.97,0,0.28,6.54,4.75,3.56,1.78,0,0.59,8.32,2.38,1.19,1.19,0,1.78,1.19,1.78,13.67,4.16,2.38,0,0.59,0
712,Alex Barré-Boulet,"SEA, T.B",C,16,176.0333333,11.00208333,1.02,1.02,1.02,0,2.05,66.67,5.45,18.75,0.71,9.54,7.16,7.16,2.73,1.36,0.68,1.36,0.68,0.68,0,0,1.36,1.02,1.36,3.41,2.05,1.02,2.05,3.07,13.63
713,Kristians Rubins,TOR,D,3,35.25,11.75,0,0,0,0,0,0,8.51,0,0.62,10.21,8.51,5.11,1.7,0,1.7,6.81,3.4,3.4,0,0,0,5.11,0,20.43,10.21,3.4,0,0,-
720,Mason Shaw,MIN,C,3,26.96666667,8.988888889,0,0,0,0,0,-,15.57,0,0.83,22.25,20.02,8.9,4.45,0,0,11.12,2.22,0,2.22,0,2.22,2.22,6.67,13.35,4.45,2.22,2.22,4.45,74.17
725,Jonah Gadjovich,S.J,L,43,376.5,8.755813953,0.16,0.32,0.32,0,0.48,33.33,5.74,2.78,0.73,11,8.45,7.49,4.3,1.12,0.48,11.79,2.87,1.12,1.59,0.16,2.87,1.59,1.12,16.57,7.97,2.23,0.16,0.32,5.31
726,Conor Timmins,ARI,D,6,106.4833333,17.74722222,0,0,0,0,0,0,2.82,0,0.18,9.58,5.63,2.25,0.56,0,1.13,0,0,0,0,0,0,1.13,1.69,3.94,4.51,5.07,0,0,-
729,Cale Fleury,SEA,D,9,131.1,14.56666667,0,0,0,0,0,0,1.83,0,0.13,7.78,3.2,2.75,0.92,0.46,0,0,0,0,0,0,0.46,2.29,0.46,8.7,5.95,6.41,0,0,-
734,Jaret Anderson-Dolan,L.A,C,7,96.53333333,13.79047619,0,0,0,0,0,-,3.11,0,0.39,10.57,6.84,6.22,1.86,0,0.62,2.49,1.24,1.24,0,0,0.62,1.24,1.24,7.46,4.97,1.86,5.59,4.35,34.96
762,Dmitri Samorukov,EDM,D,1,2.466666667,2.466666667,0,0,0,0,0,-,0,-,0,24.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
767,Jack Rathbone,VAN,D,9,124.4666667,13.82962963,0,0,0,0,0,0,4.82,0,0.24,10.61,7.71,3.37,0,0,0,0.96,0.48,0.48,0,0,1.45,1.93,0.96,2.41,10.61,3.86,0,0,-
768,Pierre-Olivier Joseph,PIT,D,4,72.9,18.225,0,0,0,0,0,0,5.76,0,0.24,10.7,7.41,1.65,0.82,0,0.82,1.65,0.82,0.82,0,0,0.82,0.82,4.12,4.94,4.12,3.29,0,0,-
773,Ian Mitchell,CHI,D,8,95.45,11.93125,0,0.63,0.63,0,0.63,25,1.26,0,0.07,5.66,3.14,1.26,0,0,0,0,0,0,0,0,0,0.63,0,1.26,4.4,5.66,0,0,-
775,Lias Andersson,L.A,C,20,212.3,10.615,0.28,0.28,0.28,0,0.57,50,8.2,3.45,0.93,10.74,9.33,6.5,4.24,1.13,1.41,3.39,1.7,1.7,0,0,1.7,1.41,0.57,6.5,6.78,0.85,5.93,7.35,12.63
779,C.J. Smith,CAR,L,1,9.366666667,9.366666667,0,0,0,0,0,-,0,-,0.52,12.81,12.81,6.41,0,0,0,0,0,0,0,0,0,12.81,0,6.41,0,0,0,0,-
780,Mike Vecchione,WSH,R,1,5.1,5.1,0,0,0,0,0,-,35.29,0,6.77,35.29,35.29,35.29,35.29,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,-
785,Radim Simek,S.J,D,36,478.1333333,13.28148148,0.13,0.13,0.13,0,0.25,18.18,3.14,4,0.21,6.15,4.27,2.38,0.5,0.75,0.5,1,0.5,0.5,0,0,0.75,1.88,1.25,12.05,8.16,4.89,0,0,-
790,Johnathan Kovacevic,WPG,D,4,43.25,10.8125,0,0,0,0,0,0,9.71,0,0.26,18.03,12.49,2.77,0,0,0,2.77,1.39,1.39,0,0,0,8.32,0,0,2.77,4.16,0,0,-
798,Jakub Galvas,CHI,D,6,108.95,18.15833333,0,0,0,0,0,0,4.41,0,0.28,9.36,5.51,2.75,1.1,0,0.55,0,0,0,0,0,0,2.2,0.55,1.1,4.41,4.96,0,0,-
799,Ben Jones,VGK,C,2,16.08333333,8.041666667,0,0,0,0,0,0,3.73,0,0.18,11.19,7.46,3.73,0,0,0,7.46,3.73,3.73,0,0,0,0,0,14.92,3.73,3.73,0,0,-
800,Alexei Toropchenko,STL,R,28,300.2166667,10.72202381,0.4,0,0,0,0.4,28.57,8.59,4.65,0.88,13.19,11.79,9.59,5.4,0.6,1,3,1.2,1,0.2,0,1.4,1,1,13.79,9.59,4.2,0.2,0.4,6.66
802,Carson Meyer,CBJ,R,13,106.95,8.226923077,0.56,1.12,1.12,0,1.68,100,7.29,7.69,0.77,14.03,10.1,8.42,3.37,0.56,0,3.37,1.68,1.68,0,0,1.68,0.56,2.24,15.15,7.29,1.12,0,0,-
803,Wyatt Kalynuk,CHI,D,5,59.98333333,11.99666667,0,0,0,0,0,0,1,0,0.18,7,5,2,0,1,0,2,1,1,0,0,0,2,1,9,7,0,0,0,-
804,Jayden Halbgewachs,S.J,L,3,39.28333333,13.09444444,0,1.53,1.53,0,1.53,33.33,10.69,0,0.73,15.27,13.75,7.64,3.05,0,0,6.11,3.05,3.05,0,0,0,1.53,1.53,4.58,7.64,0,0,0,-
805,Grant Hutton,NYI,D,16,226.9833333,14.18645833,0.26,0,0,0,0.26,16.67,5.82,4.55,0.33,11.37,7.67,3.44,1.06,0.26,0.26,1.06,0.53,0.53,0,0,0,1.32,0.53,3.97,2.64,3.17,0,0,-
806,Sheldon Dries,VAN,C,11,113.3,10.3,1.06,0.53,0.53,0,1.59,50,9,11.76,1.16,14.83,13.77,10.59,5.83,0,1.06,0,0,0,0,0,0.53,0.53,1.06,4.77,6.88,3.18,3.71,7.41,17.65
809,Alexander True,SEA,C,8,65.98333333,8.247916667,0,0,0,0,0,0,5.46,0,0.29,6.37,5.46,2.73,1.82,0,0,1.82,0.91,0.91,0,0,0,0.91,0.91,20.01,8.18,1.82,10.91,13.64,40.41
815,Joey Keane,CAR,D,1,13.63333333,13.63333333,0,0,0,0,0,-,4.4,0,0.23,8.8,8.8,0,0,0,0,8.8,4.4,4.4,0,0,0,4.4,0,4.4,8.8,0,0,0,-
820,Sheldon Rempal,VAN,R,1,9.183333333,9.183333333,0,0,0,0,0,-,13.07,0,0.84,13.07,13.07,13.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
832,Nicolas Beaudin,CHI,D,2,12.31666667,6.158333333,0,0,0,0,0,-,4.87,0,0.45,4.87,4.87,4.87,4.87,0,0,0,0,0,0,0,0,0,0,0,4.87,4.87,0,0,-
835,Martin Kaut,COL,R,6,52.85,8.808333333,0,0,0,0,0,0,1.14,0,0.22,4.54,2.27,4.54,2.27,0,0,0,0,0,0,0,0,0,1.14,6.81,4.54,3.41,0,0,-
836,Alexander Alexeyev,WSH,D,1,10.58333333,10.58333333,0,0,0,0,0,-,0,-,0,5.67,0,5.67,0,0,0,11.34,5.67,5.67,0,0,0,0,0,5.67,11.34,0,0,0,-
839,Alec Regula,CHI,D,15,268.1833333,17.87888889,0.22,0,0,0,0.22,8.33,4.03,5.56,0.16,9.17,5.37,1.79,0.22,0.22,0.22,2.68,1.34,1.34,0,0,1.12,2.91,1.79,4.7,6.71,4.7,0,0,-
840,Jack Drury,CAR,C,2,31.91666667,15.95833333,3.76,0,0,0,3.76,66.67,11.28,33.33,1.45,15.04,11.28,13.16,7.52,0,3.76,3.76,1.88,1.88,0,0,0,3.76,3.76,7.52,1.88,3.76,22.56,5.64,150.39
842,Filip Hallander,PIT,C,1,5.866666667,5.866666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
843,Grigori Denisenko,FLA,L,1,15.5,15.5,0,0,0,0,0,-,11.61,0,1.07,11.61,11.61,11.61,3.87,0,0,7.74,3.87,3.87,0,0,0,0,0,3.87,3.87,7.74,0,0,-
845,Sampo Ranta,COL,L,10,108.9333333,10.89333333,0,0,0,0,0,0,4.96,0,0.53,11.02,7.71,5.51,2.75,1.1,0,1.1,0.55,0.55,0,0,1.65,0.55,2.2,4.96,9.91,3.3,1.1,1.1,27.54
847,Ty Dellandrea,DAL,C,1,10.61666667,10.61666667,0,0,0,0,0,-,5.65,0,0.24,11.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,16.95,16.95,0,5.65,11.3,188.38
849,Liam Foudy,CBJ,C,1,11.85,11.85,0,0,0,0,0,-,5.06,0,0.37,5.06,5.06,5.06,5.06,0,0,0,0,0,0,0,10.13,0,0,5.06,5.06,0,0,0,-
851,Cameron Hillis,MTL,C,1,10.25,10.25,0,0,0,0,0,-,11.71,0,0.2,11.71,11.71,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,11.71,11.71,292.68
853,Gabriel Fortier,T.B,L,10,92.81666667,9.281666667,0.65,0,0,0,0.65,100,9.05,7.14,0.77,13.58,10.34,7.76,3.23,1.29,0.65,2.59,1.29,1.29,0,0,1.94,1.94,0.65,15.51,12.28,3.23,0.65,0,64.64
859,Jacob Bernard-Docker,OTT,D,8,118.15,14.76875,0,0.51,0.51,0,0.51,16.67,3.05,0,0.46,6.09,4.57,1.02,0,0,0.51,2.03,1.02,1.02,0,0,0,1.02,1.02,2.03,4.06,1.52,0,0,-
862,Jordan Harris,MTL,D,10,162.8,16.28,0.37,0,0,0,0.37,12.5,3.32,11.11,0.14,5.53,4.05,1.11,0,0.37,0.74,2.95,1.47,1.47,0,0,0.74,2.95,1.11,3.69,10.32,4.05,0,0,-
865,Jordan Gross,COL,D,1,8.316666667,8.316666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,28.86,14.43,14.43,0,0,0,0,0,7.21,7.21,0,0,0,-
870,Riley Damiani,DAL,C,7,59.75,8.535714286,1,1,1,0,2.01,100,10.04,10,1.54,18.08,13.05,12.05,6.03,0,1,2.01,1,1,0,0,1,1,3.01,4.02,6.03,0,7.03,7.03,50.21
871,Declan Chisholm,WPG,D,2,25.9,12.95,0,0,0,0,0,0,9.27,0,0.17,20.85,9.27,4.63,0,0,0,0,0,0,0,0,0,2.32,2.32,2.32,0,2.32,0,0,-
872,Hunter Drew,ANA,D,2,19.71666667,9.858333333,0,0,0,0,0,-,0,-,0,3.04,0,3.04,0,0,0,15.22,3.04,0,3.04,0,3.04,0,0,15.22,3.04,0,0,0,-
873,Josiah Slavin,CHI,L,15,180.45,12.03,0,0.33,0.33,0,0.33,50,4.32,0,0.46,7.65,5.32,5.32,2.33,0.33,1.33,1.33,0.67,0.67,0,0,0.33,1,1.33,3.99,3.33,1.33,9.64,12.64,14.39
875,David Gustafsson,WPG,C,2,4.933333333,2.466666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16,0,24.32,0,0,48.65,0
876,Paul Cotter,VGK,C,7,61.68333333,8.811904762,1.95,0,0,0,1.95,66.67,10.7,18.18,0.76,16.54,13.62,11.67,2.92,0.97,0.97,5.84,2.92,2.92,0,0,0.97,0,0.97,16.54,13.62,0.97,0,0.97,0
877,Jesse Ylonen,MTL,R,14,161.9166667,11.56547619,0.74,1.11,1.11,0,1.85,50,5.93,12.5,0.49,10.01,7.78,4.45,1.48,0.37,1.85,0.74,0.37,0.37,0,0,0,1.11,0.74,1.85,5.19,1.48,0,0,-
881,John Leonard,S.J,L,14,157.9166667,11.2797619,0.38,0.38,0.38,0,0.76,66.67,9.5,4,0.59,13.68,12.16,6.46,1.14,1.52,0.38,0,0,0,0,0,0.76,1.9,0.38,4.94,2.66,3.04,0.38,0.38,19
882,Rafael Harvey-Pinard,MTL,L,4,52.35,13.0875,1.15,0,0,0,1.15,33.33,6.88,16.67,0.94,8.02,6.88,5.73,5.73,0,2.29,0,0,0,0,0,0,1.15,2.29,13.75,8.02,3.44,0,1.15,0
883,Egor Sokolov,OTT,L,8,82.96666667,10.37083333,0,0,0,0,0,0,5.79,0,0.8,10.12,7.96,7.96,4.34,0,2.17,2.89,1.45,1.45,0,0,0,0,0.72,9.4,7.96,2.89,0,0,-
885,Cole Reinhardt,OTT,L,1,8.583333333,8.583333333,0,0,0,0,0,-,6.99,0,0.32,6.99,6.99,0,0,0,0,13.98,6.99,6.99,0,0,0,6.99,0,13.98,0,0,0,0,-
887,Jake Christiansen,CBJ,D,8,78.13333333,9.766666667,0.77,0,0,0,0.77,33.33,3.07,25,0.25,8.45,6.14,2.3,0.77,0,0,0,0,0,0,0,0,0,0,6.91,8.45,4.61,0,0,-
888,Brayden Pachal,VGK,D,2,19.51666667,9.758333333,0,0,0,0,0,-,3.07,0,0.18,9.22,6.15,0,0,0,0,0,0,0,0,0,0,3.07,3.07,6.15,15.37,3.07,0,0,-
889,Egor Zamula,PHI,D,10,163.4666667,16.34666667,0,0,0,0,0,0,1.47,0,0.07,4.04,2.2,0.73,0,0,0,1.47,0.73,0.73,0,0,0,2.94,1.1,1.84,3.3,6.97,0,0,-
891,Samuel Fagemo,L.A,L,4,54.88333333,13.72083333,0,0,0,0,0,0,5.47,0,0.78,12.03,6.56,9.84,4.37,5.47,0,0,0,0,0,0,0,1.09,2.19,2.19,6.56,3.28,0,0,-
897,Jon Lizotte,MIN,D,1,14.71666667,14.71666667,0,0,0,0,0,0,4.08,0,0.14,4.08,4.08,0,0,0,0,8.15,4.08,4.08,0,0,0,0,0,12.23,4.08,16.31,0,0,-
899,Nolan Foote,N.J,L,7,72.56666667,10.36666667,2.48,0.83,0.83,0,3.31,80,8.27,30,1.06,12.4,9.92,7.44,4.96,0.83,0.83,0,0,0,0,0,0,1.65,0.83,6.61,7.44,0.83,0,2.48,0
900,Ronnie Attard,PHI,D,15,248.9166667,16.59444444,0.48,0.48,0.48,0,0.96,33.33,3.86,12.5,0.28,10.85,6.75,2.17,0.48,0.24,0.96,1.93,0.96,0.96,0,0,0.48,2.17,1.45,5.79,7.47,4.1,0,0,-
904,Kaedan Korczak,VGK,D,1,16.61666667,16.61666667,0,0,0,0,0,0,0,-,0.02,3.61,3.61,0,0,0,3.61,0,0,0,0,0,0,0,0,0,3.61,3.61,0,0,-
906,Brayden Tracey,ANA,L,1,9.35,9.35,0,0,0,0,0,-,6.42,0,0.68,6.42,6.42,6.42,6.42,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,-
907,Alex Turcotte,L.A,C,8,90,11.25,0,0,0,0,0,0,8.67,0,0.76,12.67,10.67,8,6,1.33,2,1.33,0.67,0.67,0,0,0,2,2,5.33,7.33,1.33,8,11.33,27.59
915,Artemi Kniazev,S.J,D,1,11.98333333,11.98333333,0,0,0,0,0,-,10.01,0,0.51,15.02,15.02,10.01,0,5.01,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,-
922,Alex Vlasic,CHI,D,15,214.6333333,14.30888889,0.28,0.28,0.28,0,0.56,22.22,3.35,8.33,0.12,5.87,5.03,1.4,0.28,0.28,0.84,0.56,0.28,0.28,0,0,0.28,1.4,1.4,4.19,5.03,4.47,0,0,-
928,Nicholas Robertson,TOR,L,10,102.7166667,10.27166667,0.58,0,0,0,0.58,100,8.18,7.14,0.39,12.27,9.93,6.43,0.58,0.58,2.34,2.34,1.17,1.17,0,0,0,2.34,1.75,5.84,8.18,1.17,0,0,-
929,Shane Pinto,OTT,C,5,64.76666667,12.95333333,0,0.93,0.93,0,0.93,25,4.63,0,0.97,13.9,10.19,10.19,8.34,0,0,1.85,0.93,0.93,0,0,0,4.63,1.85,0,6.48,0.93,15.75,32.42,30.29
931,Victor Soderstrom,ARI,D,16,261.1333333,16.32083333,0,0,0,0,0,0,3.22,0,0.15,7.12,4.37,2.3,0.69,0.69,0.23,1.38,0.69,0.69,0,0,0.46,1.38,0.23,3.22,7.81,5.28,0,0,-
933,Pavel Dorofeyev,VGK,L,2,13,6.5,0,0,0,0,0,-,4.62,0,1.1,9.23,4.62,9.23,4.62,0,0,9.23,4.62,4.62,0,0,0,0,9.23,0,9.23,4.62,0,0,-
935,Vladislav Kolyachonok,ARI,D,32,507.1166667,15.84739583,0.12,0.24,0.24,0,0.35,15.79,2.84,4.17,0.13,6.39,4.02,1.66,0.35,0.12,0.12,0.71,0.35,0.35,0,0,0.12,3.43,1.42,4.61,5.56,4.26,0,0,-
939,Arttu Ruotsalainen,BUF,C,18,214,11.88888889,0.56,0.56,0.56,0,1.12,80,6.45,8.7,0.46,10.37,7.85,5.33,2.24,0.56,0.84,1.68,0.84,0.84,0,0,0.28,0,1.4,3.93,2.24,1.68,14.3,19.35,11.92
941,Cole Schwindt,FLA,C,3,42.4,14.13333333,0,0,0,0,0,-,4.25,0,0.52,14.15,8.49,7.08,2.83,1.42,0,0,0,0,0,0,0,2.83,1.42,7.08,1.42,2.83,21.23,22.64,68.47
943,Viktor Lodin,OTT,C,1,10.41666667,10.41666667,0,0,0,0,0,-,17.28,0,0.95,17.28,17.28,11.52,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
948,Nicholas Abruzzese,TOR,C,9,91.93333333,10.21481481,0.65,0,0,0,0.65,50,5.22,12.5,0.82,7.83,7.18,7.18,5.22,0,0.65,1.31,0.65,0.65,0,0,1.31,1.96,0,4.57,7.83,1.96,1.31,3.26,18.65
949,Tyce Thompson,N.J,R,2,28.83333333,14.41666667,0,0,0,0,0,0,6.24,0,0.48,10.4,8.32,10.4,4.16,0,0,0,0,0,0,0,2.08,4.16,4.16,4.16,8.32,0,2.08,0,208.09
950,Bryce Kindopp,ANA,R,1,6.1,6.1,0,0,0,0,0,-,19.67,0,0.87,29.51,19.67,19.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84,0
951,Ben McCartney,ARI,L,2,28.08333333,14.04166667,0,0,0,0,0,0,4.27,0,0.38,8.55,6.41,4.27,2.14,0,0,8.55,4.27,4.27,0,0,0,0,0,14.96,6.41,0,0,2.14,0
952,Zachary Hayes,VGK,D,3,32.65,10.88333333,0,0,0,0,0,-,1.84,0,0.05,11.03,3.68,1.84,0,0,1.84,0,0,0,0,0,0,5.51,0,22.05,7.35,1.84,0,0,-
954,Brandon Biro,BUF,L,1,13.5,13.5,0,0,0,0,0,-,0,-,0.16,8.89,4.44,4.44,0,0,0,0,0,0,0,0,0,0,0,4.44,8.89,0,0,0,-
955,Cole Smith,NSH,L,8,70.68333333,8.835416667,0,0,0,0,0,0,2.55,0,0.26,5.09,3.4,5.09,3.4,0,0,0,0,0,0,0,0.85,1.7,2.55,17.83,6.79,0.85,0,0.85,0
957,Mitchell Chaffee,MIN,R,2,14.9,7.45,0,0,0,0,0,0,4.03,0,0.63,8.05,8.05,8.05,4.03,0,0,0,0,0,0,0,0,0,0,28.19,4.03,0,0,0,-
958,Jack Ahcan,BOS,D,6,96.18333333,16.03055556,0.62,0,0,0,0.62,100,3.12,20,0.17,8.73,4.99,1.25,0,0,1.25,0,0,0,0,0,1.25,2.5,0.62,4.99,9.36,3.12,0,0,-
961,Marco Rossi,MIN,C,2,31.16666667,15.58333333,0,0,0,0,0,-,9.63,0,0.64,13.48,13.48,7.7,3.85,0,1.93,7.7,3.85,3.85,0,0,1.93,1.93,1.93,1.93,5.78,1.93,13.48,28.88,61.25
962,Jake Neighbours,STL,L,9,84.18333333,9.353703704,0.71,0.71,0.71,0,1.43,66.67,5.7,12.5,0.44,7.84,7.13,5.7,3.56,0,0,1.43,0.71,0.71,0,0,2.14,0.71,0,7.13,9.27,0.71,0.71,1.43,23.76
975,Hendrix Lapierre,WSH,C,6,57.53333333,9.588888889,1.04,0,0,0,1.04,33.33,7.3,14.29,0.59,9.39,7.3,9.39,5.21,0,1.04,2.09,1.04,1.04,0,0,0,1.04,3.13,1.04,2.09,2.09,6.26,17.73,27.21
976,Cole Perfetti,WPG,C,18,254.6666667,14.14814815,0.47,1.18,1.18,0,1.65,87.5,4.95,9.52,0.62,11.31,8.01,7.3,3.53,0.24,0.24,0,0,0,0,0,0.47,1.18,1.65,4.01,4.48,0.47,0,0.71,0
977,Jacob Perreault,ANA,R,1,11.08333333,11.08333333,0,0,0,0,0,-,0,-,0.95,10.83,10.83,10.83,5.41,0,0,0,0,0,0,0,0,5.41,0,0,5.41,5.41,0,0,-
978,JJ Peterka,BUF,R,2,32.25,16.125,0,0,0,0,0,0,5.58,0,0.43,11.16,7.44,9.3,1.86,0,0,0,0,0,0,0,0,0,3.72,1.86,3.72,3.72,0,0,-
979,Isaak Phillips,CHI,D,4,49.35,12.3375,0,0,0,0,0,0,4.86,0,0.12,7.29,6.08,1.22,0,0,1.22,4.86,2.43,2.43,0,0,2.43,4.86,2.43,3.65,8.51,1.22,0,0,-
980,Adam Raska,S.J,R,5,40.28333333,8.056666667,0,0,0,0,0,0,2.98,0,0.88,10.43,8.94,8.94,2.98,0,1.49,10.43,2.98,1.49,1.49,0,5.96,2.98,0,22.34,16.38,0,0,0,-
983,Linus Sandin,PHI,R,1,6.983333333,6.983333333,0,0,0,0,0,-,8.59,0,0.1,8.59,8.59,0,0,0,0,0,0,0,0,0,0,0,8.59,0,0,17.18,0,0,-
985,Jeff Malott,WPG,L,1,4.1,4.1,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,29.27,14.63,14.63,0,0,0,0,0,43.9,0,0,0,0,-
990,Matt Kiersted,FLA,D,10,140.45,14.045,0.43,0.43,0.43,0,0.85,50,4.7,9.09,0.17,8.12,5.98,2.56,0.43,0,0,0.85,0.43,0.43,0,0,0.43,2.99,1.28,4.27,8.97,7.26,0,0,-
991,Walker Duehr,CGY,R,1,8.783333333,8.783333333,0,0,0,0,0,-,0,-,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
992,Jackson Cates,PHI,C,11,99.86666667,9.078787879,0.6,0,0,0,0.6,33.33,4.81,12.5,0.35,7.81,6.61,3.6,0.6,0,0,0,0,0,0,0,0,0,1.2,2.4,2.4,1.8,12.02,7.81,36.41
997,Owen Power,BUF,D,8,176.6833333,22.08541667,0.68,0.34,0.34,0,1.02,25,3.4,20,0.18,5.77,3.74,3.06,0.68,0,0,0.68,0.34,0.34,0,0,0.68,1.36,2.04,0.34,2.38,3.06,0,0,-
1000,Kirill Semyonov,TOR,C,3,30.11666667,10.03888889,0,0,0,0,0,0,1.99,0,0.19,7.97,5.98,5.98,0,3.98,0,0,0,0,0,0,0,1.99,0,7.97,3.98,0,1.99,1.99,99.61
1001,Jesper Froden,BOS,R,7,90.08333333,12.86904762,0.67,0,0,0,0.67,25,6.66,10,0.59,9.32,7.33,5.33,3.33,0.67,0,1.33,0.67,0.67,0,0,0,0,0,5.33,8.66,3.33,0,0,-
1002,Marc McLaughlin,BOS,C,11,115.35,10.48636364,1.56,0,0,0,1.56,75,6.24,25,0.61,9.88,8.32,6.76,4.16,0.52,0.52,4.16,1.56,1.56,0,0,0.52,2.08,1.04,7.8,6.24,1.04,2.6,5.2,17.34
1004,Ben Meyers,COL,C,5,49.73333333,9.946666667,1.21,0,0,0,1.21,100,9.65,12.5,1.15,14.48,13.27,9.65,8.45,1.21,1.21,0,0,0,0,0,0,0,1.21,1.21,7.24,1.21,13.27,15.68,55.29
